,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Makecodif,Modelcodif,Vehicle Classcodif
3818,HYUNDAI,ACCENT,COMPACT,1.6,4,8.8,6.5,7.8,17,262,0
3819,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,8.3,6.4,7.4,17,763,2
3820,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,9.1,6.6,8.0,17,763,2
3821,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,9.8,7.3,8.7,17,765,2
3822,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,9.8,7.2,8.7,17,765,2
3823,HYUNDAI,IONIQ,FULL-SIZE,1.6,4,4.3,4.4,4.4,17,1067,1
3824,HYUNDAI,IONIQ BLUE,FULL-SIZE,1.6,4,4.2,4.0,4.1,17,1068,1
3825,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,12.9,9.4,11.3,17,1617,11
3826,HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,13.0,9.7,11.5,17,1619,11
3827,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,11.1,8.6,10.0,17,1620,11
3828,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.0,4,12.5,9.6,11.2,17,1622,11
3829,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,12.0,9.1,10.7,17,1622,11
3830,HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,13.9,10.8,12.5,17,1624,11
3831,HYUNDAI,SONATA,FULL-SIZE,2.0,4,10.5,7.6,9.2,17,1670,1
3832,HYUNDAI,SONATA,FULL-SIZE,2.4,4,9.4,6.7,8.2,17,1670,1
3833,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,10.0,7.2,8.7,17,1674,1
3834,HYUNDAI,SONATA HYBRID,MID-SIZE,2.0,4,6.3,5.7,6.0,17,1671,2
3835,HYUNDAI,SONATA HYBRID SE,MID-SIZE,2.0,4,6.0,5.3,5.7,17,1673,2
3836,HYUNDAI,TUCSON,SUV - SMALL,1.6,4,9.9,8.5,9.3,17,1814,11
3837,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,10.1,7.8,9.0,17,1814,11
3838,HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,11.0,9.1,10.2,17,1816,11
3839,HYUNDAI,VELOSTER,COMPACT,1.6,4,8.3,6.7,7.6,17,1874,0
3840,HYUNDAI,VELOSTER,COMPACT,1.6,4,8.9,6.9,8.0,17,1874,0
3841,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,8.9,7.3,8.2,17,1875,0
3842,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,9.4,7.2,8.4,17,1875,0
3843,INFINITI,Q50 AWD,MID-SIZE,2.0,4,10.7,8.4,9.6,18,1416,2
3844,INFINITI,Q50 AWD,MID-SIZE,3.0,6,12.6,8.8,10.9,18,1416,2
3845,INFINITI,Q50S RED SPORT AWD,MID-SIZE,3.0,6,12.3,9.2,10.9,18,1423,2
3846,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,9.1,7.7,8.5,18,1420,0
3847,INFINITI,Q60 AWD,SUBCOMPACT,2.0,4,11.2,8.5,10.0,18,1425,10
3848,INFINITI,Q60 AWD,SUBCOMPACT,3.0,6,12.4,8.8,10.8,18,1425,10
3849,INFINITI,Q60S RED SPORT AWD,SUBCOMPACT,3.0,6,12.5,9.2,11.0,18,1431,10
3850,INFINITI,Q70 AWD,MID-SIZE,3.7,6,13.2,9.8,11.7,18,1435,2
3851,INFINITI,Q70 AWD,MID-SIZE,5.6,8,14.9,10.2,12.8,18,1435,2
3852,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,8.4,7.1,7.8,18,1436,2
3853,INFINITI,QX30,COMPACT,2.0,4,9.7,7.1,8.5,18,1444,0
3854,INFINITI,QX30 AWD,COMPACT,2.0,4,10.6,8.0,9.4,18,1445,0
3855,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,13.7,9.8,11.9,18,1446,9
3856,INFINITI,QX60,SUV - SMALL,3.5,6,11.9,8.8,10.5,18,1447,11
3857,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,12.5,9.1,10.9,18,1448,11
3858,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,9.5,8.6,9.1,18,1449,12
3859,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,14.5,10.8,12.8,18,1450,11
3860,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,17.4,12.2,15.1,18,1451,12
3861,JAGUAR,F-PACE 35t,SUV - SMALL,3.0,6,13.3,10.0,11.8,19,863,11
3862,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,11.9,8.5,10.4,19,866,13
3863,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,14.9,9.8,12.6,19,866,13
3864,JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,11.9,8.5,10.4,19,869,13
3865,JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,14.9,9.8,12.6,19,869,13
3866,JAGUAR,F-TYPE R CONVERTIBLE AWD,TWO-SEATER,5.0,8,15.6,10.4,13.3,19,885,13
3867,JAGUAR,F-TYPE R COUPE AWD,TWO-SEATER,5.0,8,15.6,10.4,13.3,19,886,13
3868,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,12.4,8.8,10.8,19,887,13
3869,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,15.3,10.0,12.9,19,887,13
3870,JAGUAR,F-TYPE S CONVERTIBLE AWD,TWO-SEATER,3.0,6,13.0,9.2,11.3,19,888,13
3871,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,12.4,8.8,10.8,19,889,13
3872,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,15.3,10.0,12.9,19,889,13
3873,JAGUAR,F-TYPE S COUPE AWD,TWO-SEATER,3.0,6,13.0,9.2,11.3,19,890,13
3874,JAGUAR,XE 20d AWD,COMPACT,2.0,4,7.8,5.8,6.9,19,1970,0
3875,JAGUAR,XE 35t AWD,COMPACT,3.0,6,11.8,8.2,10.2,19,1972,0
3876,JAGUAR,XF 20d AWD,MID-SIZE,2.0,4,7.8,5.8,6.9,19,1976,2
3877,JAGUAR,XF 35t AWD,MID-SIZE,3.0,6,12.0,8.4,10.4,19,1980,2
3878,JAGUAR,XJ R-SPORT 3.0 AWD,FULL-SIZE,3.0,6,14.0,9.0,11.8,19,1987,1
3879,JAGUAR,XJL PORTFOLIO 3.0 AWD,FULL-SIZE,3.0,6,14.0,9.4,11.9,19,1993,1
3880,JAGUAR,XJR,FULL-SIZE,5.0,8,15.8,10.3,13.3,19,1997,1
3881,JAGUAR,XJR  LWB,FULL-SIZE,5.0,8,15.8,10.3,13.3,19,1998,1
3882,JEEP,CHEROKEE,SUV - SMALL,2.4,4,11.0,7.8,9.6,20,485,11
3883,JEEP,CHEROKEE,SUV - SMALL,3.2,6,11.4,8.3,10.0,20,485,11
3884,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4,11.3,8.4,10.0,20,487,11
3885,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,3.2,6,11.6,8.6,10.3,20,487,11
3886,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,11.4,8.7,10.2,20,489,11
3887,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,12.8,9.0,11.1,20,489,11
3888,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2.4,4,12.1,9.4,10.9,20,490,11
3889,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,3.2,6,12.9,9.9,11.6,20,490,11
3890,JEEP,COMPASS,SUV - SMALL,2.0,4,10.8,9.0,10.0,20,521,11
3891,JEEP,COMPASS,SUV - SMALL,2.0,4,10.3,7.9,9.3,20,521,11
3892,JEEP,COMPASS,SUV - SMALL,2.4,4,11.3,8.7,10.1,20,521,11
3893,JEEP,COMPASS,SUV - SMALL,2.4,4,10.2,8.3,9.3,20,521,11
3894,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,11.7,9.2,10.6,20,522,11
3895,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,11.7,10.3,11.1,20,522,11
3896,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,10.6,8.7,9.8,20,522,11
3897,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,12.7,9.6,11.3,20,990,12
3898,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8,16.6,10.7,14.0,20,990,12
3899,JEEP,GRAND CHEROKEE SRT8,SUV - STANDARD,6.4,8,18.3,12.6,15.7,20,997,12
3900,JEEP,NEW COMPASS,SUV - SMALL,2.4,4,10.6,7.6,9.3,20,1303,11
3901,JEEP,NEW COMPASS,SUV - SMALL,2.4,4,10.4,7.3,9.0,20,1303,11
3902,JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,10.8,7.8,9.5,20,1304,11
3903,JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,10.8,7.6,9.4,20,1304,11
3904,JEEP,PATRIOT,SUV - SMALL,2.0,4,10.8,9.0,10.0,20,1363,11
3905,JEEP,PATRIOT,SUV - SMALL,2.0,4,10.3,7.9,9.3,20,1363,11
3906,JEEP,PATRIOT,SUV - SMALL,2.4,4,11.3,8.7,10.1,20,1363,11
3907,JEEP,PATRIOT,SUV - SMALL,2.4,4,10.2,8.3,9.3,20,1363,11
3908,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,11.7,9.2,10.6,20,1364,11
3909,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,11.7,10.3,11.1,20,1364,11
3910,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,10.6,8.7,9.8,20,1364,11
3911,JEEP,RENEGADE,SUV - SMALL,1.4,4,9.9,7.7,8.9,20,1504,11
3912,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,10.8,7.8,9.5,20,1506,11
3913,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,14.4,10.2,12.5,20,1506,11
3914,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,9.9,7.7,8.9,20,1505,11
3915,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,11.2,8.2,9.8,20,1505,11
3916,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,14.1,11.1,12.8,20,1895,11
3917,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,14.2,11.0,12.8,20,1895,11
3918,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,14.7,11.7,13.4,20,1899,11
3919,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,15.0,11.4,13.3,20,1899,11
3920,KIA,CADENZA,FULL-SIZE,3.3,6,11.5,8.5,10.2,21,438,1
3921,KIA,FORTE (MPI),MID-SIZE,2.0,4,7.9,6.3,7.2,21,914,2
3922,KIA,FORTE (GDI),MID-SIZE,2.0,4,9.4,7.0,8.3,21,913,2
3923,KIA,FORTE,MID-SIZE,2.0,4,9.4,6.8,8.3,21,912,2
3924,KIA,FORTE 5,FULL-SIZE,1.6,4,9.4,7.9,8.7,21,915,1
3925,KIA,FORTE 5,FULL-SIZE,2.0,4,9.7,7.0,8.3,21,915,1
3926,KIA,FORTE 5,FULL-SIZE,2.0,4,9.8,7.3,8.7,21,915,1
3927,KIA,FORTE KOUP,COMPACT,1.6,4,9.6,7.4,8.6,21,916,0
3928,KIA,FORTE KOUP,COMPACT,1.6,4,10.1,8.0,9.2,21,916,0
3929,KIA,FORTE KOUP,COMPACT,2.0,4,9.6,7.3,8.6,21,916,0
3930,KIA,FORTE KOUP,COMPACT,2.0,4,9.9,7.6,8.8,21,916,0
3931,KIA,K900,FULL-SIZE,3.8,6,13.8,9.3,11.8,21,1116,1
3932,KIA,K900,FULL-SIZE,5.0,8,15.6,10.6,13.3,21,1116,1
3933,KIA,NIRO,STATION WAGON - SMALL,1.6,4,4.6,5.1,4.8,21,1307,9
3934,KIA,NIRO FE,STATION WAGON - SMALL,1.6,4,4.5,4.8,4.7,21,1308,9
3935,KIA,NIRO TOURING,STATION WAGON - SMALL,1.6,4,5.1,5.8,5.4,21,1309,9
3936,KIA,OPTIMA,FULL-SIZE,2.4,4,9.6,6.8,8.4,21,1326,1
3937,KIA,OPTIMA FE,FULL-SIZE,2.4,4,9.3,6.6,8.0,21,1327,1
3938,KIA,OPTIMA TURBO,FULL-SIZE,2.0,4,10.9,7.6,9.4,21,1330,1
3939,KIA,OPTIMA HYBRID,MID-SIZE,2.0,4,6.0,5.1,5.6,21,1328,2
3940,KIA,RIO,COMPACT,1.6,4,8.8,6.5,7.8,21,1508,0
3941,KIA,RIO,COMPACT,1.6,4,8.8,6.6,7.8,21,1508,0
3942,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,9.9,7.6,8.9,21,1515,8
3943,KIA,SEDONA,MINIVAN,3.3,6,13.2,9.7,11.6,21,1635,4
3944,KIA,SEDONA SX,MINIVAN,3.3,6,12.9,9.5,11.4,21,1636,4
3945,KIA,SEDONA SXL,MINIVAN,3.3,6,14.1,10.5,12.5,21,1637,4
3946,KIA,SORENTO,SUV - SMALL,2.4,4,11.2,8.3,9.9,21,1679,11
3947,KIA,SORENTO AWD,SUV - SMALL,2.0,4,12.3,9.4,11.0,21,1681,11
3948,KIA,SORENTO AWD,SUV - SMALL,2.4,4,11.5,9.3,10.5,21,1681,11
3949,KIA,SORENTO AWD,SUV - SMALL,3.3,6,14.0,10.1,12.2,21,1681,11
3950,KIA,SORENTO AWD FE,SUV - SMALL,3.3,6,13.2,9.3,11.4,21,1682,11
3951,KIA,SOUL,STATION WAGON - SMALL,1.6,4,9.4,7.8,8.7,21,1683,9
3952,KIA,SOUL,STATION WAGON - SMALL,1.6,4,9.7,7.8,8.8,21,1683,9
3953,KIA,SOUL,STATION WAGON - SMALL,2.0,4,9.5,7.8,8.7,21,1683,9
3954,KIA,SOUL TURBO,STATION WAGON - SMALL,1.6,4,9.1,7.7,8.5,21,1686,9
3955,KIA,SPORTAGE,SUV - SMALL,2.4,4,10.4,8.0,9.3,21,1688,11
3956,KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,11.9,10.2,11.1,21,1689,11
3957,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,11.3,9.5,10.5,21,1689,11
3958,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,22.2,12.7,17.9,22,366,13
3959,LAMBORGHINI,AVENTADOR COUPE LP 740,TWO-SEATER,6.5,12,23.9,14.5,19.7,22,367,13
3960,LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,23.0,13.5,18.7,22,368,13
3961,LAMBORGHINI,AVENTADOR ROADSTER LP 740,TWO-SEATER,6.5,12,23.9,14.5,19.7,22,369,13
3962,LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,16.4,11.4,14.2,22,1041,13
3963,LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,16.9,11.8,14.6,22,1043,13
3964,LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2.0,4,12.0,9.2,10.7,23,711,11
3965,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,11.3,8.0,9.8,23,1464,11
3966,LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,2.0,4,12.0,8.5,10.4,23,1465,11
3967,LEXUS,CT 200h,COMPACT,1.8,4,5.5,5.9,5.7,24,572,0
3968,LEXUS,ES 300h,MID-SIZE,2.5,4,5.8,6.1,5.9,24,785,2
3969,LEXUS,ES 350,MID-SIZE,3.5,6,11.4,7.7,9.7,24,786,2
3970,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,12.4,9.2,11.0,24,1003,2
3971,LEXUS,GS 450h,MID-SIZE,3.5,6,8.0,6.9,7.5,24,1005,2
3972,LEXUS,GS F,COMPACT,5.0,8,14.9,9.7,12.5,24,1006,0
3973,LEXUS,GX 460,SUV - STANDARD,4.6,8,16.0,12.9,14.6,24,1009,12
3974,LEXUS,IS 200t,COMPACT,2.0,4,10.6,7.3,9.1,24,1070,0
3975,LEXUS,IS 300 AWD,COMPACT,3.5,6,12.6,9.2,11.0,24,1075,0
3976,LEXUS,IS 350 AWD,COMPACT,3.5,6,12.6,9.2,11.0,24,1077,0
3977,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,15.1,10.3,12.9,24,1142,2
3978,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,15.1,10.3,12.9,24,1143,2
3979,LEXUS,LX 570,SUV - STANDARD,5.7,8,18.2,13.0,15.8,24,1149,12
3980,LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,10.7,8.5,9.7,24,1313,11
3981,LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,10.8,8.9,9.9,24,1314,11
3982,LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,7.2,7.9,7.5,24,1317,11
3983,LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,12.6,9.2,11.0,24,1495,10
3984,LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,12.6,9.2,11.0,24,1497,10
3985,LEXUS,RC F,SUBCOMPACT,5.0,8,15.2,9.5,12.6,24,1498,10
3986,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,12.2,9.0,10.8,24,1526,11
3987,LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,7.5,8.4,7.9,24,1528,12
3988,LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6,14.0,9.5,12.0,25,524,1
3989,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.0,6,14.4,9.7,12.3,25,524,1
3990,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6,14.3,9.7,12.2,25,524,1
3991,LINCOLN,MKC AWD,SUV - SMALL,2.0,4,12.3,9.3,10.9,25,1244,11
3992,LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2.0,4,12.1,9.3,10.8,25,1245,11
3993,LINCOLN,MKC AWD,SUV - SMALL,2.3,4,13.1,9.4,11.4,25,1244,11
3994,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,15.7,11.2,13.7,25,1247,12
3995,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,14.7,10.2,12.7,25,1249,7
3996,LINCOLN,MKX AWD,SUV - SMALL,2.7,6,14.1,9.8,12.1,25,1251,11
3997,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,14.4,10.3,12.5,25,1251,11
3998,LINCOLN,MKZ,MID-SIZE,2.0,4,11.2,7.6,9.8,25,1252,2
3999,LINCOLN,MKZ,MID-SIZE,3.0,6,13.4,8.7,11.2,25,1252,2
4000,LINCOLN,MKZ AWD,MID-SIZE,2.0,4,11.8,8.4,10.2,25,1253,2
4001,LINCOLN,MKZ AWD,MID-SIZE,3.0,6,14.0,9.2,11.8,25,1253,2
4002,LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4,5.7,6.2,5.9,25,1254,2
4003,LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,15.9,12.0,14.2,25,1300,12
4004,LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,16.1,12.4,14.5,25,1302,12
4005,MASERATI,GHIBLI,MID-SIZE,3.0,6,14.1,9.8,12.4,26,950,2
4006,MASERATI,GHIBLI S,MID-SIZE,3.0,6,14.7,10.0,12.4,26,952,2
4007,MASERATI,GHIBLI SQ4,MID-SIZE,3.0,6,14.7,9.9,12.6,26,953,2
4008,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,18.2,11.4,15.1,26,998,10
4009,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,18.2,11.6,15.2,26,999,10
4010,MASERATI,LEVANTE,SUV - STANDARD,3.0,6,16.8,11.9,14.7,26,1137,12
4011,MASERATI,LEVANTE S,SUV - STANDARD,3.0,6,16.8,12.4,14.7,26,1138,12
4012,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,16.1,10.8,13.8,26,1440,1
4013,MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6,14.9,10.3,13.1,26,1441,1
4014,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,15.0,10.3,13.1,26,1442,1
4015,MAZDA,CX-3,COMPACT,2.0,4,8.2,6.9,7.6,27,597,0
4016,MAZDA,CX-3 4WD,COMPACT,2.0,4,8.8,7.5,8.2,27,599,0
4017,MAZDA,CX-5,SUV - SMALL,2.0,4,9.4,7.4,8.5,27,603,11
4018,MAZDA,CX-5,SUV - SMALL,2.5,4,9.8,7.7,8.6,27,603,11
4019,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,10.2,8.3,9.2,27,607,11
4020,MAZDA,CX-9,SUV - SMALL,2.5,4,10.6,8.4,9.6,27,611,11
4021,MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,11.5,8.9,10.4,27,612,11
4022,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,8.4,6.4,7.5,27,1222,0
4023,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,8.5,6.2,7.5,27,1222,0
4024,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,8.5,6.2,7.5,27,1223,0
4025,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,8.8,6.6,7.8,27,1222,0
4026,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,8.5,6.4,7.6,27,1224,0
4027,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,9.3,6.9,8.2,27,1223,0
4028,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,8.4,6.4,7.5,27,1225,2
4029,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,8.6,6.4,7.6,27,1226,2
4030,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,9.0,6.7,7.8,27,1225,2
4031,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,8.7,6.6,7.8,27,1227,2
4032,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,9.6,7.0,8.4,27,1226,2
4033,MAZDA,MAZDA5,MINIVAN,2.5,4,10.8,8.2,9.6,27,1228,4
4034,MAZDA,MAZDA5,MINIVAN,2.5,4,11.1,8.3,9.8,27,1228,4
4035,MAZDA,MAZDA6,MID-SIZE,2.5,4,9.1,6.7,8.0,27,1229,2
4036,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,8.9,6.7,7.9,27,1231,2
4037,MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,9.8,6.9,8.4,27,1230,2
4038,MAZDA,MX-5,TWO-SEATER,2.0,4,9.0,6.7,8.0,27,1268,13
4039,MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,8.9,7.1,8.1,27,1269,13
4040,MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,13.4,9.6,11.7,28,286,0
4041,MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4.0,8,14.0,10.1,12.2,28,287,10
4042,MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4.0,8,13.8,10.1,12.1,28,288,10
4043,MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,13.4,9.6,11.7,28,289,0
4044,MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4.0,8,14.0,10.1,12.2,28,290,10
4045,MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4.0,8,13.8,10.1,12.1,28,291,10
4046,MERCEDES-BENZ,AMG CLA 45,COMPACT,2.0,4,10.7,7.6,9.3,28,294,0
4047,MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,5.5,8,15.1,10.8,13.1,28,297,0
4048,MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,20.0,16.6,18.5,28,307,12
4049,MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12,22.2,18.0,20.3,28,308,12
4050,MERCEDES-BENZ,AMG GLA 45 4MATIC,SUV - SMALL,2.0,4,11.3,8.5,10.0,28,311,11
4051,MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3.0,6,17.4,11.1,14.6,28,313,11
4052,MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,13.6,10.1,12.0,28,317,12
4053,MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3.0,6,13.6,10.2,12.0,28,318,12
4054,MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,17.3,13.5,15.6,28,320,12
4055,MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,17.2,12.8,15.2,28,321,12
4056,MERCEDES-BENZ,AMG GLS 63,SUV - STANDARD,5.5,8,18.2,14.0,16.3,28,324,12
4057,MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8,14.5,10.8,12.8,28,333,13
4058,MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8,14.5,10.8,12.8,28,338,13
4059,MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,5.5,8,15.7,10.1,13.2,28,340,1
4060,MERCEDES-BENZ,AMG S 63 CABRIOLET,COMPACT,5.5,8,16.4,10.6,13.8,28,346,0
4061,MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,15.3,10.2,13.0,28,347,0
4062,MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,17.6,10.9,14.6,28,348,1
4063,MERCEDES-BENZ,AMG S 65 CABRIOLET,COMPACT,6.0,12,17.1,11.0,14.3,28,349,0
4064,MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6.0,12,18.7,11.6,15.5,28,350,0
4065,MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,14.7,9.5,12.4,28,353,13
4066,MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12,17.6,10.8,14.5,28,354,13
4067,MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6,11.6,8.2,10.1,28,355,13
4068,MERCEDES-BENZ,B 250,MID-SIZE,2.0,4,9.7,6.6,8.3,28,394,2
4069,MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4,10.1,7.8,9.0,28,420,0
4070,MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2.0,4,10.8,8.0,9.5,28,421,10
4071,MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2.0,4,10.4,8.0,9.3,28,422,10
4072,MERCEDES-BENZ,CLA 250,COMPACT,2.0,4,9.6,6.4,8.1,28,508,0
4073,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,13.6,9.4,11.7,28,515,0
4074,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4,10.8,8.1,9.5,28,725,2
4075,MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6,11.8,8.6,10.4,28,731,2
