,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Makecodif,Modelcodif,Vehicle Classcodif
5735,FIAT,500X AWD,SUV - SMALL,1.3,4,10.0,7.9,9.1,12,134,11
5736,FORD,EcoSport,SUV - SMALL,1.0,3,8.6,8.1,8.4,13,815,11
5737,FORD,EcoSport AWD,SUV - SMALL,2.0,4,10.2,8.0,9.3,13,816,11
5738,FORD,Edge,SUV - SMALL,2.0,4,10.9,8.0,9.6,13,817,11
5739,FORD,Edge AWD,SUV - SMALL,2.0,4,11.4,8.3,10.0,13,818,11
5740,FORD,Edge AWD,SUV - SMALL,2.7,6,12.6,9.2,11.0,13,818,11
5741,FORD,Escape,SUV - SMALL,1.5,4,10.2,7.8,9.1,13,833,11
5742,FORD,Escape FFV,SUV - SMALL,2.5,4,11.0,8.0,9.6,13,835,11
5743,FORD,Escape FFV,SUV - SMALL,2.5,4,15.0,10.8,13.1,13,835,11
5744,FORD,Escape AWD,SUV - SMALL,1.5,4,11.2,8.4,9.9,13,834,11
5745,FORD,Escape AWD,SUV - SMALL,2.0,4,11.5,8.7,10.2,13,834,11
5746,FORD,Expedition 4X4,SUV - STANDARD,3.5,6,14.1,10.6,12.5,13,838,12
5747,FORD,Expedition MAX 4X4,SUV - STANDARD,3.5,6,14.7,11.2,13.1,13,839,12
5748,FORD,Explorer AWD,SUV - STANDARD,2.3,4,13.1,9.2,11.4,13,840,12
5749,FORD,Explorer AWD,SUV - STANDARD,3.5,6,15.2,10.9,13.2,13,840,12
5750,FORD,Explorer FFV AWD,SUV - STANDARD,3.5,6,14.5,10.6,12.7,13,841,12
5751,FORD,Explorer FFV AWD,SUV - STANDARD,3.5,6,19.8,14.3,17.3,13,841,12
5752,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,12.0,9.0,10.6,13,843,6
5753,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,12.4,9.4,11.1,13,844,6
5754,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,12.4,9.4,11.1,13,845,6
5755,FORD,F-150,PICKUP TRUCK - STANDARD,3.0,6,10.8,8.0,9.5,13,843,6
5756,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.0,6,10.8,8.4,9.7,13,844,6
5757,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,12.2,9.3,10.9,13,851,6
5758,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,16.7,12.6,14.9,13,851,6
5759,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,12.4,9.8,11.2,13,852,6
5760,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,16.7,12.6,14.9,13,852,6
5761,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,13.5,10.1,12.0,13,843,6
5762,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,13.8,10.7,12.4,13,844,6
5763,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,13.9,11.2,12.7,13,845,6
5764,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,13.9,10.2,12.2,13,851,6
5765,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,20.3,14.0,17.4,13,851,6
5766,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,14.7,11.2,13.1,13,852,6
5767,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,20.3,14.0,17.5,13,852,6
5768,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,15.6,11.8,13.9,13,853,6
5769,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,20.4,14.0,17.5,13,853,6
5770,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,12.7,9.8,11.4,13,846,6
5771,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,13.1,10.2,11.8,13,847,6
5772,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,13.1,10.2,11.8,13,848,6
5773,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.0,6,11.8,9.3,10.7,13,846,6
5774,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.0,6,11.8,9.3,10.7,13,847,6
5775,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3.0,6,11.2,8.3,9.9,13,850,6
5776,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,12.8,10.2,11.6,13,854,6
5777,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,17.5,13.8,15.8,13,854,6
5778,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,13.8,10.7,12.4,13,855,6
5779,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,17.5,13.7,15.8,13,855,6
5780,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,14.3,10.5,12.5,13,846,6
5781,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,14.7,10.7,12.9,13,847,6
5782,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,14.7,11.2,13.1,13,848,6
5783,FORD,F-150 4X4 Limited,PICKUP TRUCK - STANDARD,3.5,6,13.8,11.2,12.6,13,849,6
5784,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,15.1,11.0,13.3,13,854,6
5785,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,20.0,15.6,18.0,13,854,6
5786,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,15.7,11.8,13.9,13,855,6
5787,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,20.0,15.6,18.0,13,855,6
5788,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,16.8,12.4,14.8,13,856,6
5789,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,21.3,17.2,19.5,13,856,6
5790,FORD,F-150 Raptor 4X4,PICKUP TRUCK - STANDARD,3.5,6,15.3,13.1,14.3,13,859,6
5791,FORD,Flex,SUV - STANDARD,3.5,6,14.7,10.2,12.7,13,929,12
5792,FORD,Flex AWD,SUV - STANDARD,3.5,6,14.7,10.7,12.9,13,930,12
5793,FORD,Flex AWD GTDI,SUV - STANDARD,3.5,6,15.7,11.2,13.7,13,931,12
5794,FORD,Fiesta,SUBCOMPACT,1.6,4,8.6,6.4,7.6,13,926,10
5795,FORD,Fiesta,SUBCOMPACT,1.6,4,8.8,6.8,7.9,13,926,10
5796,FORD,Fiesta ST,SUBCOMPACT,1.6,4,9.2,7.4,8.4,13,927,10
5797,FORD,Fusion,MID-SIZE,1.5,4,10.0,7.0,8.7,13,938,2
5798,FORD,Fusion Hybrid,MID-SIZE,2.0,4,5.5,5.6,5.6,13,939,2
5799,FORD,GT,TWO-SEATER,3.5,6,20.4,13.1,17.1,13,1007,13
5800,FORD,Mustang,SUBCOMPACT,2.3,4,11.2,7.3,9.4,13,1295,10
5801,FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,11.8,8.4,10.3,13,1296,10
5802,FORD,Mustang,SUBCOMPACT,2.3,4,11.2,7.9,9.7,13,1295,10
5803,FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,11.8,8.7,10.4,13,1296,10
5804,FORD,Mustang,SUBCOMPACT,5.0,8,15.0,9.1,12.3,13,1295,10
5805,FORD,Mustang,SUBCOMPACT,5.0,8,16.1,9.9,13.3,13,1295,10
5806,FORD,Mustang Bullitt,SUBCOMPACT,5.0,8,16.1,9.9,13.3,13,1297,10
5807,FORD,Mustang Convertible,SUBCOMPACT,2.3,4,11.9,8.4,10.4,13,1298,10
5808,FORD,Mustang Convertible,SUBCOMPACT,2.3,4,11.8,8.4,10.3,13,1298,10
5809,FORD,Mustang Convertible,SUBCOMPACT,5.0,8,15.4,9.7,12.9,13,1298,10
5810,FORD,Ranger 4WD,PICKUP TRUCK - STANDARD,2.3,4,11.8,9.8,10.9,13,1550,6
5811,FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,17.2,11.3,14.6,13,1712,10
5812,FORD,T-150 Wagon,VAN - PASSENGER,3.5,6,16.2,12.8,14.7,13,1756,15
5813,FORD,T-150 Wagon,VAN - PASSENGER,3.7,6,16.9,13.1,15.2,13,1756,15
5814,FORD,Taurus FFV,FULL-SIZE,3.5,6,13.5,9.0,11.5,13,1828,1
5815,FORD,Taurus FFV,FULL-SIZE,3.5,6,17.8,12.1,15.2,13,1828,1
5816,FORD,Taurus AWD,FULL-SIZE,3.5,6,14.6,10.0,12.5,13,1827,1
5817,FORD,Taurus FFV AWD,FULL-SIZE,3.5,6,14.0,9.9,12.4,13,1829,1
5818,FORD,Taurus FFV AWD,FULL-SIZE,3.5,6,18.5,13.0,16.0,13,1829,1
5819,FORD,Transit Connect Van,SPECIAL PURPOSE VEHICLE,2.0,4,9.8,8.8,9.3,13,1838,7
5820,FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2.0,4,9.8,8.8,9.3,13,1839,7
5821,FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2.0,4,13.3,11.8,12.6,13,1839,7
5822,FORD,Transit Connect Van,SPECIAL PURPOSE VEHICLE,2.5,4,12.0,8.8,10.6,13,1838,7
5823,FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.0,4,9.9,8.2,9.2,13,1841,7
5824,FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,9.9,8.2,9.2,13,1842,7
5825,FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,13.7,11.1,12.5,13,1842,7
5826,FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.5,4,12.1,9.0,10.7,13,1841,7
5827,GENESIS,G70,COMPACT,2.0,4,12.8,8.5,10.9,14,942,0
5828,GENESIS,G70 AWD,COMPACT,2.0,4,11.5,8.7,10.3,14,943,0
5829,GENESIS,G70 AWD,COMPACT,3.3,6,13.3,9.5,11.6,14,943,0
5830,GENESIS,G80 AWD,FULL-SIZE,3.3,6,13.8,9.7,11.9,14,944,1
5831,GENESIS,G80 AWD,FULL-SIZE,3.8,6,13.4,9.6,11.7,14,944,1
5832,GENESIS,G80 AWD,FULL-SIZE,5.0,8,15.6,10.4,13.2,14,944,1
5833,GENESIS,G90 AWD,FULL-SIZE,3.3,6,13.7,9.7,11.9,14,945,1
5834,GENESIS,G90 AWD,FULL-SIZE,5.0,8,15.2,10.2,13.0,14,945,1
5835,GMC,Acadia,SUV - STANDARD,2.5,4,11.1,9.2,10.2,15,372,12
5836,GMC,Acadia,SUV - STANDARD,3.6,6,13.1,9.4,11.4,15,372,12
5837,GMC,Acadia AWD,SUV - STANDARD,2.5,4,11.3,9.4,10.5,15,373,12
5838,GMC,Acadia AWD,SUV - STANDARD,3.6,6,13.5,9.5,11.7,15,373,12
5839,GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,12.1,9.2,10.8,15,626,5
5840,GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,11.9,9.2,10.7,15,626,5
5841,GMC,Canyon,PICKUP TRUCK - SMALL,2.8,4,11.8,7.9,10.1,15,626,5
5842,GMC,Canyon,PICKUP TRUCK - SMALL,3.6,6,13.4,9.6,11.7,15,626,5
5843,GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.5,4,12.7,9.8,11.4,15,627,5
5844,GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.8,4,12.2,8.4,10.5,15,627,5
5845,GMC,Canyon 4WD,PICKUP TRUCK - SMALL,3.6,6,14.0,9.9,12.2,15,627,5
5846,GMC,Sierra,PICKUP TRUCK - STANDARD,2.7,4,11.9,10.3,11.1,15,1716,6
5847,GMC,Sierra,PICKUP TRUCK - STANDARD,4.3,6,15.1,11.5,13.5,15,1716,6
5848,GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,15.9,11.4,13.9,15,1716,6
5849,GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,15.7,11.9,14.0,15,1720,6
5850,GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,21.1,15.0,18.4,15,1720,6
5851,GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,14.3,10.4,12.5,15,1716,6
5852,GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,2.7,4,12.6,10.9,11.8,15,1717,6
5853,GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,4.3,6,15.8,11.9,14.0,15,1717,6
5854,GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,15.9,11.7,14.0,15,1717,6
5855,GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,16.0,12.5,14.4,15,1719,6
5856,GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,22.0,16.1,19.4,15,1719,6
5857,GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,15.3,11.2,13.5,15,1717,6
5858,GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,15.3,11.8,13.7,15,1718,6
5859,GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,6.2,8,15.5,11.9,13.9,15,1717,6
5860,GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,6.2,8,15.7,12.4,14.2,15,1718,6
5861,GMC,Sierra LTD,PICKUP TRUCK - STANDARD,5.3,8,15.6,10.9,13.5,15,1721,6
5862,GMC,Sierra LTD 4WD,PICKUP TRUCK - STANDARD,5.3,8,15.8,11.4,13.8,15,1722,6
5863,GMC,Terrain,SUV - SMALL,1.5,4,9.2,7.9,8.6,15,1831,11
5864,GMC,Terrain,SUV - SMALL,1.6,4,8.5,6.0,7.4,15,1831,11
5865,GMC,Terrain AWD,SUV - SMALL,1.5,4,9.6,8.3,9.0,15,1832,11
5866,GMC,Terrain AWD,SUV - SMALL,1.6,4,8.5,6.1,7.4,15,1832,11
5867,GMC,Terrain AWD,SUV - SMALL,2.0,4,11.2,9.0,10.2,15,1832,11
5868,GMC,Yukon,SUV - STANDARD,5.3,8,15.7,10.5,13.4,15,2035,12
5869,GMC,Yukon FFV,SUV - STANDARD,5.3,8,15.7,10.5,13.4,15,2038,12
5870,GMC,Yukon FFV,SUV - STANDARD,5.3,8,21.2,13.9,17.9,15,2038,12
5871,GMC,Yukon 4WD,SUV - STANDARD,5.3,8,15.8,11.1,13.7,15,2036,12
5872,GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,15.8,11.1,13.7,15,2037,12
5873,GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,21.7,14.3,18.4,15,2037,12
5874,GMC,Yukon 4WD,SUV - STANDARD,6.2,8,16.4,10.7,13.8,15,2036,12
5875,GMC,Yukon XL,SUV - STANDARD,5.3,8,15.7,10.5,13.4,15,2039,12
5876,GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,15.7,10.5,13.4,15,2042,12
5877,GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,21.2,13.9,17.9,15,2042,12
5878,GMC,Yukon XL 4WD,SUV - STANDARD,5.3,8,16.8,11.3,14.3,15,2040,12
5879,GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,16.8,11.3,14.3,15,2041,12
5880,GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,22.2,15.2,19.0,15,2041,12
5881,GMC,Yukon XL 4WD,SUV - STANDARD,6.2,8,17.1,11.3,14.5,15,2040,12
5882,HONDA,Accord,FULL-SIZE,1.5,4,7.9,6.3,7.2,16,375,1
5883,HONDA,Accord,FULL-SIZE,1.5,4,8.2,6.8,7.6,16,375,1
5884,HONDA,Accord,FULL-SIZE,1.5,4,8.9,6.7,7.9,16,375,1
5885,HONDA,Accord,FULL-SIZE,2.0,4,10.7,7.3,9.2,16,375,1
5886,HONDA,Accord Sport/Touring,MID-SIZE,2.0,4,10.4,7.4,9.1,16,377,2
5887,HONDA,Accord Hybrid,FULL-SIZE,2.0,4,5.0,5.0,5.0,16,376,1
5888,HONDA,Civic Coupe,COMPACT,1.5,4,7.8,6.4,7.2,16,656,0
5889,HONDA,Civic Coupe,COMPACT,2.0,4,7.8,6.1,7.1,16,656,0
5890,HONDA,Civic Coupe,COMPACT,2.0,4,8.3,6.6,7.5,16,656,0
5891,HONDA,Civic Coupe,COMPACT,2.0,4,9.3,6.7,8.1,16,656,0
5892,HONDA,Civic Coupe Si,COMPACT,1.5,4,8.4,6.2,7.4,16,657,0
5893,HONDA,Civic Hatchback,FULL-SIZE,1.5,4,7.7,6.0,6.9,16,658,1
5894,HONDA,Civic Hatchback,FULL-SIZE,1.5,4,7.9,6.6,7.3,16,658,1
5895,HONDA,Civic Hatchback,FULL-SIZE,1.5,4,8.0,6.2,7.2,16,658,1
5896,HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,7.9,6.6,7.3,16,659,1
5897,HONDA,Civic Hatchback Sport,FULL-SIZE,1.5,4,8.0,6.2,7.2,16,659,1
5898,HONDA,Civic Sedan,MID-SIZE,1.5,4,7.8,6.2,7.1,16,660,2
5899,HONDA,Civic Sedan,MID-SIZE,2.0,4,7.9,6.1,7.1,16,660,2
5900,HONDA,Civic Sedan,MID-SIZE,2.0,4,9.3,6.5,8.0,16,660,2
5901,HONDA,Civic Sedan Si,MID-SIZE,1.5,4,8.4,6.2,7.4,16,661,2
5902,HONDA,Civic Type R,FULL-SIZE,2.0,4,10.6,8.3,9.6,16,662,1
5903,HONDA,CR-V,SUV - SMALL,1.5,4,8.4,7.0,7.8,16,558,11
5904,HONDA,CR-V AWD,SUV - SMALL,1.5,4,8.7,7.2,8.0,16,559,11
5905,HONDA,Fit,STATION WAGON - SMALL,1.5,4,7.0,5.9,6.5,16,928,9
5906,HONDA,Fit,STATION WAGON - SMALL,1.5,4,7.6,6.5,7.0,16,928,9
5907,HONDA,Fit,STATION WAGON - SMALL,1.5,4,8.1,6.6,7.4,16,928,9
5908,HONDA,HR-V,STATION WAGON - SMALL,1.8,4,8.4,7.0,7.8,16,1039,9
5909,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,8.8,7.5,8.2,16,1040,9
5910,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,9.1,7.7,8.5,16,1040,9
5911,HONDA,Insight EX,MID-SIZE,1.5,4,4.6,5.3,4.9,16,1083,2
5912,HONDA,Insight Touring,MID-SIZE,1.5,4,4.6,5.3,4.9,16,1085,2
5913,HONDA,Odyssey,MINIVAN,3.5,6,12.6,8.4,10.7,16,1335,4
5914,HONDA,Odyssey Touring,MINIVAN,3.5,6,12.2,8.5,10.6,16,1336,4
5915,HONDA,Passport AWD,SUV - SMALL,3.5,6,12.5,9.8,11.3,16,1394,11
5916,HONDA,Pilot,SUV - SMALL,3.5,6,12.4,8.7,10.7,16,1400,11
5917,HONDA,Pilot AWD,SUV - SMALL,3.5,6,13.0,9.3,11.3,16,1401,11
5918,HONDA,Pilot AWD,SUV - SMALL,3.5,6,12.4,9.3,11.0,16,1401,11
5919,HONDA,Ridgeline AWD,PICKUP TRUCK - STANDARD,3.5,6,12.8,9.5,11.3,16,1557,6
5920,HYUNDAI,Accent,COMPACT,1.6,4,8.2,6.2,7.3,17,374,0
5921,HYUNDAI,Accent,COMPACT,1.6,4,8.2,6.3,7.3,17,374,0
5922,HYUNDAI,Elantra,MID-SIZE,1.6,4,8.9,7.0,8.1,17,819,2
5923,HYUNDAI,Elantra,MID-SIZE,1.6,4,10.7,7.8,9.4,17,819,2
5924,HYUNDAI,Elantra,MID-SIZE,2.0,4,8.3,6.4,7.4,17,819,2
5925,HYUNDAI,Elantra,MID-SIZE,2.0,4,9.2,6.5,8.0,17,819,2
5926,HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,9.7,7.4,8.6,17,820,1
5927,HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,10.3,7.9,9.2,17,820,1
5928,HYUNDAI,Elantra GT,FULL-SIZE,2.0,4,9.4,7.1,8.4,17,820,1
5929,HYUNDAI,Elantra GT,FULL-SIZE,2.0,4,9.8,7.4,8.7,17,820,1
5930,HYUNDAI,IONIQ,FULL-SIZE,1.6,4,4.3,4.4,4.3,17,1067,1
5931,HYUNDAI,IONIQ Blue,FULL-SIZE,1.6,4,4.2,4.0,4.1,17,1069,1
5932,HYUNDAI,Kona,SUV - SMALL,2.0,4,8.6,7.0,7.9,17,1121,11
5933,HYUNDAI,Kona AWD,SUV - SMALL,1.6,4,9.0,8.0,8.6,17,1122,11
5934,HYUNDAI,Kona AWD,SUV - SMALL,2.0,4,9.2,7.8,8.6,17,1122,11
5935,HYUNDAI,Santa Fe,SUV - SMALL,2.4,4,10.8,8.0,9.6,17,1701,11
5936,HYUNDAI,Santa Fe AWD,SUV - SMALL,2.0,4,12.3,9.8,11.2,17,1702,11
5937,HYUNDAI,Santa Fe AWD,SUV - SMALL,2.4,4,11.2,8.7,10.1,17,1702,11
5938,HYUNDAI,Santa Fe XL,SUV - SMALL,3.3,6,13.2,9.4,11.5,17,1703,11
5939,HYUNDAI,Santa Fe XL AWD,SUV - SMALL,3.3,6,13.4,9.7,11.7,17,1704,11
5940,HYUNDAI,Santa Fe XL Ultimate AWD,SUV - SMALL,3.3,6,14.1,10.8,12.6,17,1705,11
5941,HYUNDAI,Sonata,FULL-SIZE,2.0,4,10.4,7.4,9.1,17,1736,1
5942,HYUNDAI,Sonata,FULL-SIZE,2.4,4,9.3,7.1,8.3,17,1736,1
5943,HYUNDAI,Sonata SE,FULL-SIZE,2.4,4,9.2,6.8,8.1,17,1739,1
5944,HYUNDAI,Sonata Hybrid,MID-SIZE,2.0,4,6.0,5.3,5.7,17,1737,2
5945,HYUNDAI,Sonata Hybrid SE,MID-SIZE,2.0,4,5.9,5.1,5.6,17,1738,2
5946,HYUNDAI,Tucson,SUV - SMALL,2.0,4,10.0,7.9,9.1,17,1848,11
5947,HYUNDAI,Tucson AWD,SUV - SMALL,2.0,4,10.8,9.2,10.1,17,1849,11
5948,HYUNDAI,Tucson AWD,SUV - SMALL,2.4,4,11.0,9.1,10.1,17,1849,11
5949,HYUNDAI,Veloster,COMPACT,2.0,4,9.1,7.1,8.2,17,1888,0
5950,HYUNDAI,Veloster,COMPACT,2.0,4,9.4,7.1,8.4,17,1888,0
5951,HYUNDAI,Veloster N,COMPACT,2.0,4,10.6,8.3,9.5,17,1889,0
5952,HYUNDAI,Veloster Turbo,COMPACT,1.6,4,8.5,6.9,7.8,17,1890,0
5953,HYUNDAI,Veloster Turbo,COMPACT,1.6,4,9.4,7.0,8.3,17,1890,0
5954,INFINITI,Q50 AWD,MID-SIZE,2.0,4,10.7,8.6,9.7,18,1416,2
5955,INFINITI,Q50 AWD,MID-SIZE,3.0,6,12.4,8.7,10.8,18,1416,2
5956,INFINITI,Q50 AWD Red Sport,MID-SIZE,3.0,6,12.5,9.3,11.1,18,1418,2
5957,INFINITI,Q60 AWD,SUBCOMPACT,2.0,4,11.2,8.5,10.0,18,1425,10
5958,INFINITI,Q60 AWD,SUBCOMPACT,3.0,6,12.3,8.7,10.7,18,1425,10
5959,INFINITI,Q60 AWD Red Sport,SUBCOMPACT,3.0,6,12.5,9.2,11.0,18,1428,10
5960,INFINITI,Q70 AWD,MID-SIZE,3.7,6,13.2,9.8,11.7,18,1435,2
5961,INFINITI,Q70 AWD,MID-SIZE,5.6,8,14.9,10.2,12.8,18,1435,2
5962,INFINITI,QX50 AWD,SUV - SMALL,2.0,4,10.0,7.8,9.0,18,1446,11
5963,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,12.5,9.0,10.9,18,1448,11
5964,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,17.4,12.2,15.1,18,1451,12
5965,JAGUAR,E-PACE P250,SUV - SMALL,2.0,4,11.0,8.4,9.8,19,749,11
5966,JAGUAR,F-PACE 20d,SUV - SMALL,2.0,4,8.9,7.2,8.1,19,860,11
5967,JAGUAR,F-PACE 25t,SUV - SMALL,2.0,4,10.7,8.8,9.9,19,861,11
5968,JAGUAR,F-PACE 35t,SUV - SMALL,3.0,6,13.3,10.0,11.8,19,863,11
5969,JAGUAR,F-TYPE Convertible,TWO-SEATER,2.0,4,10.2,7.8,9.2,19,872,13
5970,JAGUAR,F-TYPE Convertible,TWO-SEATER,3.0,6,11.9,8.5,10.4,19,872,13
5971,JAGUAR,F-TYPE Convertible,TWO-SEATER,3.0,6,14.9,9.8,12.6,19,872,13
5972,JAGUAR,F-TYPE Convertible R-Dynamic,TWO-SEATER,3.0,6,12.4,8.8,10.8,19,873,13
5973,JAGUAR,F-TYPE Convertible R-Dynamic,TWO-SEATER,3.0,6,15.3,10.0,12.9,19,873,13
5974,JAGUAR,F-TYPE Convertible R-Dynamic AWD,TWO-SEATER,3.0,6,13.0,9.2,11.3,19,874,13
5975,JAGUAR,F-TYPE Coupe,TWO-SEATER,2.0,4,10.2,7.8,9.2,19,875,13
5976,JAGUAR,F-TYPE Coupe,TWO-SEATER,3.0,6,11.9,8.5,10.4,19,875,13
5977,JAGUAR,F-TYPE Coupe,TWO-SEATER,3.0,6,14.9,9.8,12.6,19,875,13
5978,JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3.0,6,12.4,8.8,10.8,19,876,13
5979,JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3.0,6,15.3,10.0,12.9,19,876,13
5980,JAGUAR,F-TYPE Coupe R-Dynamic AWD,TWO-SEATER,3.0,6,13.0,9.2,11.3,19,877,13
5981,JAGUAR,F-TYPE R AWD Convertible,TWO-SEATER,5.0,8,15.6,10.4,13.3,19,883,13
5982,JAGUAR,F-TYPE R AWD Coupe,TWO-SEATER,5.0,8,15.6,10.4,13.3,19,884,13
5983,JAGUAR,XE 20d AWD,COMPACT,2.0,4,7.8,5.8,6.9,19,1970,0
5984,JAGUAR,XE 25t AWD,COMPACT,2.0,4,9.8,6.9,8.5,19,1971,0
5985,JAGUAR,XE 35t AWD,COMPACT,3.0,6,11.8,8.2,10.2,19,1972,0
5986,JAGUAR,XF 20d AWD,MID-SIZE,2.0,4,7.8,5.8,6.9,19,1976,2
5987,JAGUAR,XF 25t AWD,MID-SIZE,2.0,4,10.1,7.2,8.8,19,1977,2
5988,JAGUAR,XF 35t AWD,MID-SIZE,3.0,6,12.0,8.4,10.4,19,1980,2
5989,JAGUAR,XJ R-Sport AWD,FULL-SIZE,3.0,6,14.0,9.0,11.8,19,1989,1
5990,JAGUAR,XJL Portfolio AWD,FULL-SIZE,3.0,6,14.0,9.4,11.9,19,1995,1
5991,JAGUAR,XJR LWB,FULL-SIZE,5.0,8,15.8,10.3,13.3,19,1999,1
5992,JEEP,Cherokee,SUV - SMALL,2.0,4,10.4,7.6,9.1,20,651,11
5993,JEEP,Cherokee,SUV - SMALL,2.4,4,10.8,7.6,9.3,20,651,11
5994,JEEP,Cherokee,SUV - SMALL,3.2,6,11.9,8.2,10.2,20,651,11
